Input_size,Output_size,Number_layer,Size_layer,Learning_rate,Dropout,Number_epoch,Best_epoch,Train_loss,Val_loss,Gen_loss
6.0,1.0,3.0,256.0,0.0001,0.0,1500.0,42.0,0.01945236697793,0.022028574720025,0.2260263413190841
6.0,1.0,3.0,256.0,0.0001,0.0,1500.0,93.0,0.0223875902593135,0.0689192935824394,0.1394334882497787
6.0,1.0,3.0,256.0,0.0001,0.0,1500.0,710.0,0.0637818798422813,0.0345322862267494,0.1591035574674606
6.0,1.0,3.0,256.0,0.0001,0.0,1500.0,904.0,0.0167209934443235,0.0514633059501647,0.084864854812622
6.0,1.0,3.0,256.0,0.0001,0.0,1500.0,275.0,0.0215469393879175,0.0313916467130184,0.0484353490173816
6.0,1.0,3.0,256.0,0.0001,0.0,1500.0,78.0,0.0216605514287948,0.0318938605487346,0.2229491025209427
6.0,1.0,3.0,256.0,0.0001,0.0,1500.0,275.0,0.0215469393879175,0.0313916467130184,0.0484353490173816
6.0,1.0,3.0,256.0,0.0001,0.0,1500.0,1308.0,0.0231890678405761,0.171389028429985,0.0946530103683471
6.0,1.0,3.0,256.0,0.0001,0.0,1500.0,185.0,0.01040821056813,0.0277305748313665,0.1389921009540558
6.0,1.0,3.0,256.0,0.0001,0.0,1500.0,287.0,0.024741418659687,0.0448380857706069,0.1564950495958328
6.0,1.0,3.0,256.0,0.0001,0.0,1500.0,1308.0,0.023189067840576172,0.17138902842998505,0.09465301036834717
